,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
LGALS31,7.66809105722476e-27,1.4190320993262,0.977,0.768,1.50386601814292e-22,4,LGALS3
WSB1,7.67367895425632e-27,1.72402009529773,0.82,0.478,1.50496191650875e-22,4,WSB1
P4HA2,8.09448858430122e-27,1.85902345530677,0.857,0.573,1.58749110115315e-22,4,P4HA2
SYT8,1.17394546457642e-26,1.33301506522844,0.917,0.638,2.30234184512727e-22,4,SYT8
ANXA31,1.89928351972886e-26,2.40607244291434,0.594,0.229,3.72487483889224e-22,4,ANXA3
PPFIA4,2.06635378583603e-26,3.24320265394473,0.323,0.059,4.05253304478162e-22,4,PPFIA4
PERP,2.26754184052624e-26,0.894461978414975,1,0.848,4.44710305764006e-22,4,PERP
IGFBP5,2.7701169990005e-26,5.1324148222747,0.376,0.087,5.43275345843977e-22,4,IGFBP5
RIOK3,3.84665353563984e-26,1.1971403393677,0.865,0.61,7.54405691409685e-22,4,RIOK3
RRAS,4.17526374910178e-26,2.25965582565124,0.556,0.207,8.18852726473841e-22,4,RRAS
CRYAB,4.86767540267344e-26,2.38194750105018,0.902,0.672,9.54648499972314e-22,4,CRYAB
USP531,1.9131347479767e-25,1.99430279221119,0.774,0.434,3.7520398677319e-21,4,USP53
SH3YL11,2.91922077217906e-25,0.798531309094398,0.977,0.799,5.72517577839757e-21,4,SH3YL1
RPL18,6.02473985070834e-25,0.345401384145973,1,0.979,1.18157197952092e-20,4,RPL18
COL6A1,9.2411916600938e-25,1.30566615193846,0.88,0.654,1.8123825083776e-20,4,COL6A1
KRT23,1.47457995206433e-24,1.90296204077008,0.797,0.479,2.89194620198856e-20,4,KRT23
ARFGEF3,1.7597258431523e-24,1.80824196244934,0.579,0.228,3.45117432359028e-20,4,ARFGEF3
DEFB1,2.39831671303441e-24,2.89309272461924,0.692,0.35,4.70357873760309e-20,4,DEFB1
FAM114A11,5.26780912321131e-24,1.40677732399623,0.707,0.357,1.0331227252442e-19,4,FAM114A1
PFKFB3,7.94154925691223e-24,2.23312229248115,0.556,0.223,1.55749664026563e-19,4,PFKFB3
TMEM50A1,1.36097270393692e-23,0.636354631356609,0.977,0.788,2.66913966696108e-19,4,TMEM50A
KLF61,1.63680621361448e-23,1.33308088966709,0.977,0.798,3.21010434614073e-19,4,KLF6
BTG1,3.49073865095927e-23,1.50750694651893,0.895,0.691,6.84603664226133e-19,4,BTG1
EPS8L21,6.15676264108606e-23,1.0265029631672,0.865,0.608,1.2074642891698e-18,4,EPS8L2
NUPR1,8.61817158665065e-23,2.02132339927908,1,0.875,1.69019581157393e-18,4,NUPR1
KDM5B,9.23101235449357e-23,0.73175910914048,0.985,0.816,1.81038614296328e-18,4,KDM5B
PXDC1,1.22964607402179e-22,3.67627768505993,0.263,0.046,2.41158188037154e-18,4,PXDC1
FTL,3.29631639849437e-22,1.03011166725247,0.992,0.872,6.46473572072715e-18,4,FTL
TMC41,3.95998908244654e-22,1.91110731180725,0.564,0.229,7.76633058849416e-18,4,TMC4
EGLN1,5.73303182799899e-22,1.15564069220244,0.872,0.619,1.12436220210716e-17,4,EGLN1
RND3,7.10051305555026e-22,1.8983181983367,0.654,0.308,1.39255262045452e-17,4,RND3
RAD51B1,7.75746898949038e-22,1.14612153665912,0.835,0.517,1.52139481821885e-17,4,RAD51B
JUND1,1.33752845184815e-21,0.830069065535885,0.977,0.834,2.62316079976458e-17,4,JUND
CITED2,2.59823481787951e-21,2.44073307899123,0.677,0.383,5.0956581248253e-17,4,CITED2
PCAT61,5.81484241851117e-21,1.60149897819463,0.707,0.42,1.14040689511841e-16,4,PCAT6
EVA1B,7.81336985162238e-21,1.11774928453536,0.812,0.568,1.53235809530018e-16,4,EVA1B
UBC,1.03734266196279e-20,0.699741106353919,1,0.925,2.03443642864143e-16,4,UBC
NOP531,1.04021637249744e-20,0.548804290753142,0.985,0.824,2.04007234974198e-16,4,NOP53
A1BG1,2.42190294830244e-20,1.26473624652852,0.774,0.5,4.74983606221075e-16,4,A1BG
TAX1BP1,3.03818916503741e-20,0.60688563765669,0.985,0.803,5.95849659047137e-16,4,TAX1BP1
FLNB,3.50731527433189e-20,1.31685709584051,0.88,0.671,6.8785467160197e-16,4,FLNB
ALDOC1,3.69536415560115e-20,1.33279093968742,0.504,0.192,7.24734818196497e-16,4,ALDOC
ODF3B,5.14271763779293e-20,2.31733626466808,0.459,0.161,1.00858978312395e-15,4,ODF3B
ARL4C,5.45141193902482e-20,2.35619954282296,0.617,0.305,1.06913090948155e-15,4,ARL4C
MT-ND4L,9.82338324436313e-20,0.667010080125059,0.992,0.848,1.9265619218845e-15,4,MT-ND4L
RPL24,1.00987139989488e-19,0.285535129735961,1,0.941,1.98055978947385e-15,4,RPL24
PLOD1,1.28307424474711e-19,1.29461541949649,0.767,0.55,2.51636520879803e-15,4,PLOD1
RPS21,2.02160129201172e-19,0.306378041579353,1,0.969,3.96476445389339e-15,4,RPS21
MT-ND41,2.91113668176457e-19,0.475745172192137,1,0.976,5.70932126027667e-15,4,MT-ND4
CAPN2,3.2338104762159e-19,0.659457309271916,0.992,0.805,6.34214910595463e-15,4,CAPN2
CREG1,4.51766046895119e-19,0.927720165635289,0.992,0.813,8.86003571170707e-15,4,CREG1
SCGB2A1,4.73235585852472e-19,3.09820810574042,0.459,0.179,9.28109630973867e-15,4,SCGB2A1
RABAC1,6.96951578443116e-19,0.552497411500098,1,0.835,1.36686143564264e-14,4,RABAC1
PDLIM2,7.11793320764296e-19,0.855762803876059,0.955,0.743,1.39596906068294e-14,4,PDLIM2
CX3CL12,8.19613717656106e-19,1.62416593038826,0.594,0.298,1.60742642306716e-14,4,CX3CL1
LPIN1,8.31174450376612e-19,1.18298956965638,0.94,0.738,1.63009933207861e-14,4,LPIN1
BCL101,8.96748285368145e-19,1.3422150033659,0.677,0.406,1.75870273726401e-14,4,BCL10
KRT16,1.00675517913271e-18,4.17440496140398,0.444,0.166,1.97444825731507e-14,4,KRT16
HCFC1R1,1.33824476078855e-18,1.34151194567635,0.782,0.515,2.62456562485851e-14,4,HCFC1R1
RPL371,2.02630904491672e-18,0.281350778950982,1,0.976,3.97399729889067e-14,4,RPL37
S100A41,2.06717012296976e-18,1.47811687281976,0.955,0.772,4.05413404516829e-14,4,S100A4
TTC91,3.20594610674625e-18,1.17912891663494,0.805,0.559,6.28750150455075e-14,4,TTC9
ALDOA1,3.31336188674369e-18,0.739251489745564,0.857,0.613,6.49816533228173e-14,4,ALDOA
HRCT1,4.7622040086936e-18,2.2689902119493,0.594,0.303,9.33963450184988e-14,4,HRCT1
RNF19A,5.9155027501942e-18,1.30456227582479,0.752,0.528,1.16014839936809e-13,4,RNF19A
TMEM45A,7.70537105042438e-18,1.16239995113681,0.85,0.645,1.51117737040923e-13,4,TMEM45A
DDAH21,7.92490450350286e-18,0.397019760544632,0.992,0.845,1.55423227122698e-13,4,DDAH2
ISG201,8.37401671577871e-18,1.24638235795035,0.797,0.541,1.64231215829852e-13,4,ISG20
DDIT31,9.41459116994777e-18,2.12737791735338,0.586,0.301,1.84638962025016e-13,4,DDIT3
ANXA12,1.09862575613244e-17,2.236499914641,0.556,0.245,2.15462483292694e-13,4,ANXA1
RHPN21,1.13552116805548e-17,1.51184135500501,0.602,0.298,2.22698411479041e-13,4,RHPN2
DPYSL21,1.29395452163658e-17,0.74486275123678,0.925,0.756,2.53770360783367e-13,4,DPYSL2
RPS15A,1.37843996137981e-17,0.288956377558196,1,0.987,2.70339645225808e-13,4,RPS15A
C1orf198,1.83749735596076e-17,1.38606568789283,0.744,0.51,3.60369981451024e-13,4,C1orf198
ELF31,1.88226166058537e-17,1.14143918298099,0.94,0.798,3.69149156874002e-13,4,ELF3
OST4,1.97079003357549e-17,0.329863638247726,0.992,0.877,3.86511341384825e-13,4,OST4
CNN21,2.47794715418976e-17,1.75928917842285,0.594,0.303,4.85974995879695e-13,4,CNN2
RDH10,2.56539546498787e-17,2.71729429492851,0.451,0.182,5.0312535859342e-13,4,RDH10
TRIM81,2.82225231875712e-17,1.47745266295822,0.602,0.313,5.53500124754646e-13,4,TRIM8
LBH,2.89963172107549e-17,3.31049138847742,0.316,0.089,5.68675773137325e-13,4,LBH
MT-ND51,3.75626525389886e-17,0.564646706150945,1,0.871,7.36678741594645e-13,4,MT-ND5
HERPUD1,5.15321789908421e-17,1.27557142573851,0.91,0.704,1.0106490943684e-12,4,HERPUD1
MXI11,6.50164475784237e-17,1.02257557311921,0.609,0.324,1.27510256990805e-12,4,MXI1
RPL10,6.72288846205827e-17,0.272209816804261,1,0.997,1.31849288517887e-12,4,RPL10
F31,7.02879524092323e-17,2.22207311462639,0.519,0.22,1.37848732264986e-12,4,F3
ARRDC31,7.88643455063046e-17,1.21570543443981,0.752,0.464,1.54668754406965e-12,4,ARRDC3
EIF1,8.23220465148736e-17,0.531209779094997,0.992,0.908,1.6144999762497e-12,4,EIF1
MAP1LC3A,8.54899835306164e-17,0.734229565464228,0.925,0.748,1.67662955700245e-12,4,MAP1LC3A
ITGB81,8.90412012822129e-17,0.924917055578144,0.88,0.676,1.74627603954676e-12,4,ITGB8
NPC2,8.94453194270839e-17,0.537100677300666,0.97,0.786,1.75420160460397e-12,4,NPC2
SVIL,9.15951315079279e-17,0.926282087548669,0.97,0.776,1.79636371913348e-12,4,SVIL
LINC027621,9.90938508056681e-17,1.3197257763682,0.504,0.221,1.94342860200076e-12,4,LINC02762
ATF41,1.31199941398135e-16,0.644850784713086,0.94,0.717,2.57309325070022e-12,4,ATF4
YPEL31,1.44189727197141e-16,1.19579732254751,0.835,0.638,2.82784892979032e-12,4,YPEL3
ALDH1A31,1.64059102421648e-16,1.48577906403628,0.684,0.431,3.21752711669336e-12,4,ALDH1A3
CAMK2N11,1.72362184139147e-16,1.86397507766437,0.617,0.306,3.38036715533695e-12,4,CAMK2N1
PLAUR1,1.980126774501e-16,2.34243628811169,0.541,0.28,3.88342463015137e-12,4,PLAUR
YPEL5,2.08864306663523e-16,0.900314487476645,0.835,0.594,4.09624678228501e-12,4,YPEL5
ZNF292,3.01538916371723e-16,0.626198318736923,0.932,0.707,5.91378122788223e-12,4,ZNF292
GPR146,3.86192233830885e-16,1.51250103307891,0.316,0.091,7.57400208989132e-12,4,GPR146
PGK1,4.00171207997893e-16,0.888158233856311,0.962,0.855,7.84815773125467e-12,4,PGK1
RAP2B1,4.7375231191094e-16,1.46669271784902,0.699,0.449,9.29123034119735e-12,4,RAP2B
ZFP36L11,4.92938748423333e-16,0.833299797108438,0.977,0.786,9.6675147340784e-12,4,ZFP36L1
SOX4,5.04054884633307e-16,1.11799939373295,0.977,0.829,9.88552439742842e-12,4,SOX4
COMMD61,5.38157007428215e-16,0.302374992501639,0.992,0.865,1.05543352296822e-11,4,COMMD6
ALKBH71,6.77046043921794e-16,0.667267459508645,0.94,0.774,1.32782270133942e-11,4,ALKBH7
IFRD11,7.12653018278406e-16,1.05539061559331,0.835,0.629,1.39765509944761e-11,4,IFRD1
GAS5,7.42571275419012e-16,0.458485327606888,1,0.949,1.45633078535177e-11,4,GAS5
GPRC5A,9.04754975638094e-16,3.04432019885402,0.278,0.072,1.77440545822143e-11,4,GPRC5A
DSP,9.77388766355409e-16,0.635126641934919,0.992,0.812,1.91685484857623e-11,4,DSP
NRN11,1.18677636845941e-15,1.98940858884319,0.699,0.516,2.3275058138226e-11,4,NRN1
IRF6,1.21555955356167e-15,1.22916844192765,0.677,0.432,2.38395539644515e-11,4,IRF6
INSIG2,1.3270251169781e-15,1.78492337668511,0.534,0.279,2.60256165941746e-11,4,INSIG2
ZFP36L21,1.68503748843854e-15,0.843816587028779,0.97,0.812,3.30469552232566e-11,4,ZFP36L2
MAFF1,1.69482200805905e-15,1.13631658417595,0.805,0.563,3.32388492220541e-11,4,MAFF
SCGB2A2,1.71766137401334e-15,2.79986898143682,0.729,0.528,3.36867748671495e-11,4,SCGB2A2
UBE2B,1.91324634900759e-15,0.616938872369346,0.917,0.762,3.75225873967368e-11,4,UBE2B
ATF31,2.00689583790911e-15,1.71528816289984,0.797,0.561,3.93592411730735e-11,4,ATF3
PHLDA1,2.29449037813625e-15,2.31309378911552,0.316,0.096,4.49995452960082e-11,4,PHLDA1
KDELR2,2.41221487369928e-15,0.530498142003025,0.992,0.861,4.73083581029902e-11,4,KDELR2
ITGB41,2.93454734160116e-15,1.87575406920948,0.459,0.202,5.7552342463482e-11,4,ITGB4
TTC31,3.22981547156183e-15,0.424070555519474,0.97,0.814,6.33431410282705e-11,4,TTC3
RSRP1,3.33365278254432e-15,0.74420320408972,0.85,0.657,6.53795983712591e-11,4,RSRP1
KRT801,3.52460490214962e-15,1.92248515215509,0.466,0.199,6.91245513409584e-11,4,KRT80
KLK5,3.70647914089949e-15,1.43340039067547,0.707,0.416,7.26914689113207e-11,4,KLK5
RNF241,5.13024415569827e-15,0.947486386385961,0.654,0.391,1.00614348381554e-10,4,RNF24
GPRC5C,5.29773239523866e-15,1.50969979069502,0.639,0.375,1.03899127735421e-10,4,GPRC5C
RPS8,5.41980776704663e-15,0.266853499471135,1,0.973,1.06293269927319e-10,4,RPS8
RGS21,8.49396000821666e-15,1.24559270143047,0.88,0.678,1.66583543681145e-10,4,RGS2
CD461,9.25315127658152e-15,0.710497083688286,0.962,0.769,1.81472802836317e-10,4,CD46
ZYX,1.03574708311864e-14,1.05632491798832,0.692,0.439,2.03130717941227e-10,4,ZYX
MALL,1.24800563498537e-14,2.68968525317166,0.308,0.097,2.4475886513333e-10,4,MALL
CIB11,1.29321837993214e-14,0.432774174064037,0.925,0.79,2.53625988672291e-10,4,CIB1
CD471,1.30690976734701e-14,0.665931806784213,0.88,0.65,2.56311143572096e-10,4,CD47
C12orf57,1.54611703561346e-14,0.490841665669836,0.962,0.8,3.03224473024513e-10,4,C12orf57
KRT181,1.67883065097174e-14,0.715356111526868,0.992,0.866,3.29252267268578e-10,4,KRT18
TMEM265,1.92161681946138e-14,1.88185093279246,0.489,0.244,3.76867490632766e-10,4,TMEM265
OSBPL91,2.16492315201027e-14,1.31503451988073,0.624,0.378,4.24584728572255e-10,4,OSBPL9
ATP1B1,2.22914091659752e-14,1.18422624236482,0.917,0.699,4.37179116563105e-10,4,ATP1B1
TM4SF1,2.65542221474097e-14,0.725419134949857,0.977,0.823,5.20781404754999e-10,4,TM4SF1
JMJD1C,3.49151414061557e-14,0.949373656913136,0.812,0.57,6.84755753257525e-10,4,JMJD1C
CHIC2,3.65112882613295e-14,1.11299905900745,0.744,0.519,7.16059385381195e-10,4,CHIC2
NEBL1,3.88912131185645e-14,1.61356365558989,0.511,0.26,7.62734471681287e-10,4,NEBL
XIST1,4.23144385997686e-14,0.648773819721603,0.962,0.777,8.29870769818661e-10,4,XIST
UAP11,5.08486801339434e-14,0.514866039252552,0.977,0.777,9.97244314786899e-10,4,UAP1
RBAKDN1,5.11976776636698e-14,1.31992904631153,0.489,0.236,1.00408885433989e-09,4,RBAKDN
MUC15,6.22389908199916e-14,0.932441655005395,0.857,0.642,1.22063108796168e-09,4,MUC15
UBE2J11,7.28721817210139e-14,0.609730141199473,0.827,0.655,1.42916922791252e-09,4,UBE2J1
DNAJC1,7.69547369686106e-14,0.467035515849525,0.992,0.828,1.50923630142839e-09,4,DNAJC1
DSC2,8.022903365885e-14,0.547186861094149,0.977,0.818,1.57345180811737e-09,4,DSC2
ARFGAP31,8.49465516424356e-14,0.640746606087598,0.812,0.638,1.66597177081145e-09,4,ARFGAP3
SELENOM,1.02378878371832e-13,2.39530862379952,0.451,0.224,2.00785456262837e-09,4,SELENOM
TRAM11,1.07856676671445e-13,0.516586667980355,0.932,0.76,2.11528514288037e-09,4,TRAM1
KDELR31,1.10877686670979e-13,0.781745304731063,0.722,0.497,2.17453319099123e-09,4,KDELR3
SDC1,1.1166944109369e-13,0.854312003828526,0.857,0.71,2.19006107872945e-09,4,SDC1
WIPI1,1.13588315027848e-13,1.74075466377737,0.504,0.246,2.22769403432616e-09,4,WIPI1
SCD,1.2303894994747e-13,1.21094618522636,0.865,0.646,2.41303988636979e-09,4,SCD
LDHA,1.26572507814535e-13,0.89226710399114,0.91,0.746,2.48234002325867e-09,4,LDHA
OLMALINC2,1.49078123627781e-13,1.2049888546911,0.835,0.636,2.92372016058804e-09,4,OLMALINC
ICA1,1.51997776242488e-13,0.445031656916637,0.917,0.738,2.98098038766767e-09,4,ICA1
FOSL21,1.80983134031815e-13,1.71896026523578,0.444,0.206,3.54944122463196e-09,4,FOSL2
DDR11,1.91433370306739e-13,0.57743584583944,0.88,0.704,3.75439125845577e-09,4,DDR1
ANGPTL4,2.05737174218223e-13,2.22554942336727,0.624,0.406,4.03491746076779e-09,4,ANGPTL4
USO11,2.29315976725717e-13,0.443813619071562,0.902,0.712,4.49734493554477e-09,4,USO1
ANXA2,2.38433929030882e-13,0.667867769173627,0.97,0.831,4.67616621615366e-09,4,ANXA2
IL341,2.50954086454285e-13,0.828638466892709,0.835,0.659,4.92171154354144e-09,4,IL34
LSP1,2.67388917716098e-13,0.599840081243042,0.955,0.819,5.2440314542481e-09,4,LSP1
TCEAL81,2.87984090097815e-13,0.388898801893802,0.947,0.758,5.64794397499834e-09,4,TCEAL8
CD551,2.90753178667943e-13,1.1034488766708,0.812,0.635,5.7022513400357e-09,4,CD55
ERRFI11,3.36745369833426e-13,1.19594288352677,0.737,0.508,6.60425019317315e-09,4,ERRFI1
GALNT3,4.16698085952797e-13,0.697929014906979,0.82,0.583,8.17228286170626e-09,4,GALNT3
CCDC1861,4.35672023108697e-13,0.898248780751529,0.752,0.508,8.54439971720776e-09,4,CCDC186
ARHGAP29,4.50982822207466e-13,0.673788541765485,0.932,0.775,8.84467510913283e-09,4,ARHGAP29
SPINT11,4.53419412564642e-13,0.593132787195713,0.962,0.751,8.89246151921776e-09,4,SPINT1
KLK8,4.84750786601028e-13,0.707360653557136,0.97,0.805,9.50693242681936e-09,4,KLK8
PRDM1,5.23594936405056e-13,2.75698644209213,0.286,0.092,1.0268743892776e-08,4,PRDM1
NEDD91,5.50195317894254e-13,1.77583760501114,0.414,0.168,1.07904305745421e-08,4,NEDD9
IDS1,6.29850954151766e-13,0.971025660019073,0.632,0.383,1.23526369128244e-08,4,IDS
HDLBP1,6.65237508427462e-13,0.315616371343208,0.955,0.813,1.30466380152794e-08,4,HDLBP
CSNK1A1,6.79587581348244e-13,0.477498265471604,0.94,0.785,1.33280716454018e-08,4,CSNK1A1
COBL1,7.716174015875e-13,0.618389850912375,0.91,0.762,1.51329604799341e-08,4,COBL
CLK1,7.77339708502012e-13,0.813910564096732,0.835,0.612,1.52451863631415e-08,4,CLK1
INSIG1,8.54344589940325e-13,0.944451411092375,0.872,0.668,1.67554060979097e-08,4,INSIG1
ANKRD13A,9.31823016442142e-13,1.80267368902895,0.481,0.256,1.82749129984633e-08,4,ANKRD13A
CALML51,9.66180391342884e-13,0.940465284454031,1,0.959,1.89487298350166e-08,4,CALML5
AC020916.11,1.07284928837547e-12,1.74504652073499,0.451,0.212,2.10407202436198e-08,4,AC020916.1
IER5L1,1.11472212421847e-12,0.735799950889852,0.925,0.749,2.18619303001727e-08,4,IER5L
DNAJB41,1.13792972730638e-12,1.55396747236313,0.594,0.35,2.23170778119327e-08,4,DNAJB4
ATP6V1G1,1.14563280836413e-12,0.380824312030583,0.985,0.831,2.24681506376373e-08,4,ATP6V1G1
MYL12A1,1.18478922627316e-12,0.395050312424526,0.947,0.815,2.32360863056692e-08,4,MYL12A
SLC38A21,1.44313085916287e-12,0.662329030959452,0.759,0.525,2.83026824099023e-08,4,SLC38A2
DNAJC4,1.50369380858622e-12,0.723420335467189,0.88,0.66,2.9490442973993e-08,4,DNAJC4
DNAJB91,1.71847243171231e-12,1.64123026898332,0.534,0.3,3.37026813307418e-08,4,DNAJB9
SQSTM1,1.74566299372302e-12,0.52112176356021,0.992,0.823,3.42359426328958e-08,4,SQSTM1
CRB3,1.76421234770223e-12,1.13865949151462,0.624,0.39,3.45997325631362e-08,4,CRB3
ANG,2.51666823673873e-12,2.22567177270663,0.323,0.119,4.935689745892e-08,4,ANG
BAG31,2.86144008442688e-12,0.731950125390114,0.737,0.508,5.611856293578e-08,4,BAG3
ZKSCAN11,3.28895451505594e-12,0.511382539976999,0.88,0.666,6.4502975949277e-08,4,ZKSCAN1
GABARAP,3.33910790219688e-12,0.332705044402366,0.985,0.835,6.54865841778852e-08,4,GABARAP
SERP11,4.13383066810285e-12,0.325573690521088,1,0.87,8.10726870628332e-08,4,SERP1
CBFA2T2,4.39929662847891e-12,0.706619180890822,0.707,0.487,8.62790054777283e-08,4,CBFA2T2
NFKBIL11,5.43443566293366e-12,0.553333397424914,0.82,0.606,1.06580152221455e-07,4,NFKBIL1
LMNA,5.4991064336402e-12,0.56105212725351,0.992,0.864,1.07848475376552e-07,4,LMNA
TBC1D8B,5.86260537371089e-12,1.53078818659796,0.444,0.213,1.14977416589218e-07,4,TBC1D8B
CD99,6.44894939096947e-12,0.421204498106625,0.977,0.818,1.26476795455693e-07,4,CD99
ANKZF11,6.90165582922561e-12,0.88452751334012,0.669,0.456,1.35355274122773e-07,4,ANKZF1
VMP1,9.24701124853801e-12,0.838435906416719,0.789,0.627,1.81352384606327e-07,4,VMP1
JUP1,1.00037453493908e-11,0.435677872344099,0.94,0.749,1.96193453792252e-07,4,JUP
PYGB1,1.01001689379193e-11,1.05171160935782,0.549,0.33,1.98084513210473e-07,4,PYGB
KLK61,1.06264206081893e-11,1.30881457283385,0.797,0.641,2.08405360967809e-07,4,KLK6
MTURN1,1.08792994069061e-11,0.450252704081374,0.789,0.592,2.13364819968242e-07,4,MTURN
SH3BGRL3,1.30443642052744e-11,0.667523845780915,0.97,0.776,2.55826070793841e-07,4,SH3BGRL3
SH3D21,1.3685089155563e-11,1.40977243060728,0.256,0.083,2.68391968518902e-07,4,SH3D21
TES1,1.37033948945681e-11,2.07409129165728,0.451,0.235,2.6875098067227e-07,4,TES
MYO5B1,1.56343539673813e-11,0.878458956994514,0.669,0.456,3.06620950008281e-07,4,MYO5B
SCFD1,1.5936465299722e-11,0.698196961711252,0.797,0.606,3.12545957458148e-07,4,SCFD1
SEC31A,1.69589334183874e-11,0.439562972127811,0.955,0.789,3.32598602201414e-07,4,SEC31A
TM7SF21,1.80828591947357e-11,0.744808405881406,0.639,0.409,3.54641034527157e-07,4,TM7SF2
AC023157.3,1.86973376666909e-11,2.65326788306371,0.361,0.147,3.66692186319142e-07,4,AC023157.3
KLK71,2.00811320421823e-11,1.86517389808459,0.496,0.264,3.9383116161128e-07,4,KLK7
PGBD5,2.04528853222701e-11,1.32796674048046,0.549,0.335,4.01121986940361e-07,4,PGBD5
VGLL11,2.04785376523404e-11,1.50960904328497,0.406,0.181,4.016250804377e-07,4,VGLL1
CDKN1C1,2.05756739776898e-11,1.58466697997215,0.421,0.2,4.03530118050452e-07,4,CDKN1C
BRI3,2.60691954877186e-11,0.38932028960657,0.985,0.846,5.11269061905138e-07,4,BRI3
ARSD,3.13763647853152e-11,0.593007058611984,0.782,0.577,6.15353266169601e-07,4,ARSD
RAB6A1,3.52000980242134e-11,0.637115472750175,0.782,0.572,6.90344322450872e-07,4,RAB6A
PDK1,3.79804717333989e-11,1.47414577376517,0.489,0.264,7.4487301163542e-07,4,PDK1
FOXC1,3.82734511185181e-11,0.600422890272669,0.977,0.8,7.50618923336378e-07,4,FOXC1
ZNF281,3.91718463286968e-11,0.722725025235885,0.895,0.719,7.68238250198401e-07,4,ZNF281
RNMT,4.08336729130538e-11,0.464635048097677,0.947,0.787,8.00829993170812e-07,4,RNMT
TMEM263,4.25292108487984e-11,1.01627013179757,0.662,0.465,8.34082883166633e-07,4,TMEM263
GRB71,4.58070608724964e-11,0.514496317318426,0.797,0.591,8.983680778314e-07,4,GRB7
RAB11A,4.61392921528137e-11,0.46678318346106,0.947,0.771,9.04883797700983e-07,4,RAB11A
PJA2,4.84913788422463e-11,0.893473110941619,0.744,0.533,9.51012921854134e-07,4,PJA2
AHNAK2,5.15729332384375e-11,1.73286676673759,0.451,0.237,1.01144836667224e-06,4,AHNAK2
FUT11,5.50142416696885e-11,2.66495392588184,0.263,0.092,1.07893930762593e-06,4,FUT11
SERPINB61,5.77365859703069e-11,0.699317913449525,0.737,0.533,1.13232992404966e-06,4,SERPINB6
TMEM1231,6.36618800713495e-11,0.376453005097856,0.962,0.787,1.24853679195931e-06,4,TMEM123
MAL2,6.59621869574933e-11,1.01605516931047,0.684,0.503,1.29365041061036e-06,4,MAL2
STK17A,7.14204418074033e-11,1.02811096477155,0.699,0.506,1.40069770472679e-06,4,STK17A
NAMPT,7.44375508035128e-11,0.574764517526344,0.85,0.718,1.45986924635849e-06,4,NAMPT
SKIL1,7.71104466876239e-11,1.32884782872288,0.586,0.385,1.51229008043768e-06,4,SKIL
MACC11,7.72326658377145e-11,0.517922016921856,0.895,0.726,1.51468704240926e-06,4,MACC1
EIF3F,8.06603933373002e-11,0.28768948771344,0.992,0.838,1.58191163413113e-06,4,EIF3F
AFF4,8.42375765051315e-11,0.721309768439957,0.782,0.607,1.65206735041864e-06,4,AFF4
MYL6,8.58508693815949e-11,0.333376899102661,1,0.881,1.68370725031184e-06,4,MYL6
AFDN1,8.81827103781304e-11,0.516061131124327,0.917,0.726,1.72943931593589e-06,4,AFDN
CFAP36,8.91672293465106e-11,0.472539718909802,0.872,0.723,1.74874770194377e-06,4,CFAP36
TYMP1,8.92146279048413e-11,0.845293069026208,0.609,0.411,1.74967728246975e-06,4,TYMP
KRT8,8.93545612155986e-11,0.508776076626802,0.992,0.859,1.75242165456032e-06,4,KRT8
COPA,9.41149605456161e-11,0.421356382668019,0.977,0.813,1.84578260622062e-06,4,COPA
ACSL3,1.17268057656527e-10,0.666210695063251,0.917,0.742,2.2998611467598e-06,4,ACSL3
SPAG9,1.22975931593209e-10,0.82386100778808,0.767,0.58,2.41180397040601e-06,4,SPAG9
TUBA1A,1.41322841321961e-10,1.03089387160574,0.677,0.472,2.77162356400629e-06,4,TUBA1A
C11orf11,1.50875228807645e-10,0.741484639697799,0.722,0.512,2.95896498737553e-06,4,C11orf1
